fedora-release-notes-21.06-1.fc21.src.rpm,publican
fedora-release-notes-21.06-1.fc21.src.rpm,desktop-file-utils
fedora-release-notes-21.06-1.fc21.src.rpm,publican-fedora
anaconda-21.48.8-1.fc21.src.rpm,dbus-devel
xorg-x11-server-1.16.1-1.fc21.src.rpm,dbus-devel
