1:dbus-devel-1.8.6-3.fc21.x86_64,1:dbus-1.8.6-3.fc21.src.rpm
1:dbus-x11-1.8.6-3.fc21.x86_64,1:dbus-1.8.6-3.fc21.src.rpm
glib2-doc-2.42.0-1.fc21.noarch,glib2-2.42.0-1.fc21.src.rpm
